locale,variant,ISO639.1,ISO639.2T,ISO639.2B,ISO639.3,ISO639.6,wikipedia,other,autonym,en,fr,de,ru,es,it,zh,ISO639.3_macro,scope,type,family,retired,wikipedia_url,notes
,,,,,adw,,,,,amundava,,,амундава,amundava,,,,individual,living,tupian,FALSE,,
,,,,,adx,,,,,amdo tibetan,tibétain (amdo),,тибетский (амдо),,,安多藏语,,individual,living,sino-tibetan,FALSE,,
,,,,,adz,,,,,adzera,,,адзера,,,,,individual,living,austronesian,FALSE,,
,,,,,aea,,,,,areba,,,арепа,,,,,individual,extinct,pama-nyungan,FALSE,,
,,,,,aeb,,,,,tunisian arabic,,,,,,,ara,individual,living,,,,
,,,,,aec,,,,,"saidi arabic, saidi spoken arabic",arabe (séoudien parlé),,арабский (саиди),,,,ara,individual,living,afro-asiatic,FALSE,,
,,,,,aed,,,,,argentine sign language,langue des signes argentine,,аргентинский жестовый,lengua de señas argentina,,阿根廷手语,,individual,living,unclassified,FALSE,,
,,,,,aee,,,,,"northeast pashai, northeast pashayi",,,северо-восточный пашайи,,,,,individual,living,indo-european,FALSE,,
,,,,,aek,,,,,haeke,,,хаэке,,,,,individual,living,austronesian,FALSE,,
,,,,,ael,,,,,ambele,,,амбеле,,,,,individual,living,niger-congo,FALSE,,
,,,,,aem,,,,,arem,,,арем,,,,,individual,living,austro-asiatic,FALSE,,
,,,,,aen,,,,,armenian sign language,langue des signes arménienne,,армянский жестовый,,,亚美尼亚手语,,individual,living,isolate,FALSE,,
,,,,,aeq,,,,,aer,,,аэр,,,,,individual,living,indo-aryan,FALSE,,
,,,,,aer,,,,,eastern arrernte,,,восточный аррернте,,,,,individual,living,pama-nyungan,FALSE,,
,,,,,aes,,,,,alsea,,,алсеа,,,,,individual,extinct,penutian,FALSE,,
,,,,,aeu,,,,,akeu,,,акеу,,,,,individual,living,sino-tibetan,FALSE,,
,,,,,aew,,,,,ambakich,,,амбакич,,,,,individual,living,ramu-sepik lower,FALSE,,
,,,,,aex,,,,,amerax,,,амераш,,,,,individual,living,unclassified,TRUE,,
,,,,,aey,,,,,amele,,,амеле,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aez,,,,,aeka,,,аэка,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,afb,,,,,"gulf arabic, gulf spoken arabic",arabe (parlé du golfe),,галфский арабский,,,波斯湾阿拉伯语,ara,individual,living,afro-asiatic,FALSE,,
,,,,,afd,,,,,andai,,,андай,,,,,individual,living,ramu,FALSE,,
,,,,,afe,,,,,putukwam,,,путуквам,,,,,individual,living,niger-congo,FALSE,,
,,,,,afg,,,,,afghan sign language,,,африканский жестовый,,,阿富汗手语,,individual,living,isolate,FALSE,,
,,,,,afi,,,,,"akrukay, chini",,,акрукай,,,,,individual,living,ramu-lower sepik,FALSE,,
,,,,,afk,,,,,nanubae,,,нанубаэ,,,,,individual,living,ramu,FALSE,,
,,,,,afn,,,,,defaka,,,дефака,,,,,individual,living,niger-congo,FALSE,,
,,,,,afo,,,,,eloyi,,,элойи,,,,,individual,living,niger-congo,FALSE,,
,,,,,afp,,,,,tapei,,,тапеи,,,,,individual,living,ramu,FALSE,,
,,,,,afs,,,,,afro-seminole creole,créole afro-séminole,,афро-семинольский креольский,,,,,individual,living,english creole,FALSE,,
,,,,,aft,,,,,afitti,,,афитти,,,,,individual,living,nilo-saharan,FALSE,,
,,,,,afu,,,,,awutu,,,авуту,,,,,individual,living,niger-congo,FALSE,,
,,,,,afz,,,,,obokuitai,,,обокуитаи,,,,,individual,living,lakes plain,FALSE,,
,,,,,aga,,,,,aguano,,,агуано,,,,,individual,extinct,unclassified,FALSE,,
,,,,,agb,,,,,legbo,,,легбо,,,,,individual,living,niger-congo,FALSE,,
,,,,,agc,,,,,agatu,,,агату,,,,,individual,living,niger-congo,FALSE,,
,,,,,agd,,,,,agarabi,,,агараби,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,age,,,,,angal,,,ангал,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,agf,,,,,arguni,,,аргуни,,,,,individual,living,austronesian,FALSE,,
,,,,,agg,,,,,angor,,,ангор,,,,,individual,living,senagi,FALSE,,
,,,,,agh,,,,,ngelima,,,нгелима,,,,,individual,living,niger-congo,FALSE,,
,,,,,agi,,,,,agariya,,,агария,,,,,individual,living,austro-asiatic,FALSE,,
,,,,,agj,,,,,argobba,,,аргобба,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,agk,,,,,isarog agta,,,исарог-агта,,,,,individual,living,austronesian,FALSE,,
,,,,,agl,,,,,fembe,,,фембе,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,agm,,,,,"angaataha, angaatiha",,,ангаатиха,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,agn,,,,,agutaynen,,,агутайнен,,,,,individual,living,austronesian,FALSE,,
,,,,,ago,,,,,tainae,,,тайнаэ,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,agp,,,,,paranan,,,паранан,,,,,individual,living,austronesian,TRUE,,
,,,,,agq,,,,aghím,aghem,,,агхем,,,,,individual,living,niger-congo,FALSE,,
,,,,,agr,,,,awajun,aguaruna,,,агуаруна,,,,,individual,living,jivaroan,FALSE,,
,,,,,ags,,,,,esimbi,,,эсимби,,,,,individual,living,niger-congo,FALSE,,
,,,,,agt,,,,,central cagayan agta,,,центрально-кагаянский агта,,,,,individual,living,austronesian,FALSE,,
,,,,,agu,,,,awakateko,aguacateco,,,агуакатеко,aguacateco,,,,individual,living,mayan,FALSE,,
,,,,,agv,,,,,"remontado dumagat, remontado agta",,,ремонтадо-агта,,,,,individual,living,austronesian,FALSE,,
,,,,,agw,,,,,kahua,,,кахуа,,,,,individual,living,austronesian,FALSE,,
,,,,,agx,,,,агъул,aghul,,,агульский,aghul,,阿古尔语,,individual,living,northeast caucasian,FALSE,,
,,,,,agy,,,,,southern alta,,,южный альта,,,,,individual,living,austronesian,FALSE,,
,,,,,agz,,,,,mt. iriga agta,,,агта (мт. ирига),,,,,individual,living,austronesian,FALSE,,
,,,,,aha,,,,,ahanta,,,аханта,,,,,individual,living,niger-congo,FALSE,,
,,,,,ahb,,,,,axamb,,,ахамб,,,,,individual,living,austronesian,FALSE,,
,,,,,ahe,,,,,ahe,,,ахе,,,,,individual,living,austronesian,TRUE,,
,,,,,ahg,,,,,qimant,,,кимант,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,ahh,,,,,aghu,,,агху,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,ahi,,,,,tiagbamrin aizi,,,тиагбамрин-айзи,,,,,individual,living,niger-congo,FALSE,,
,,,,,ahk,,,,,akha,,,акха,,,雅尼语,,individual,living,sino-tibetan,FALSE,,
,,,,,ahl,,,,,igo,,,иго,,,,,individual,living,niger-congo,FALSE,,
,,,,,ahm,,,,,mobumrin aizi,,,мобумрин-айзи,,,,,individual,living,niger-congo,FALSE,,
,,,,,ahn,,,,,àhàn,,,ахан,,,,,individual,living,niger-congo,FALSE,,
,,,,,aho,,,,,ahom,,,ахом,,,阿霍姆语,,individual,extinct,tai-kadai,FALSE,,
,,,,,ahp,,,,,aproumu aizi,,,апроуму-айзи,,,,,individual,living,niger-congo,FALSE,,
,,,,,ahr,,,,,ahirani,,,ахирани,,,,,individual,living,indo-european,FALSE,,
,,,,,ahs,,,,,ashe,,,аше,,,,,individual,living,niger-congo,FALSE,,
,,,,,aht,,,,,ahtena,,,ахтена,,,,,individual,living,dené–yeniseian,FALSE,,
,,,,,aia,,,,,arosi,,,ароси,,,,,individual,living,austronesian,FALSE,,
,,,,,aib,,,,,ainu (china),aïnou (chine),,айну (китай),,,艾努语,,individual,living,turkic,FALSE,,
,,,,,aic,,,,,ainbai,,,айнбай,,,,,individual,living,border,FALSE,,
,,,,,aid,,,,,alngith,,,ангит,,,,,individual,extinct,pama-nyungan,FALSE,,
,,,,,aie,,,,,amara,,,амара,,,,,individual,living,austronesian,FALSE,,
,,,,,aif,,,,,agi,,,аги,,,,,individual,living,torricelli,FALSE,,
,,,,,aig,,,,,antigua and barbuda creole english,créole anglais d’antigua-et-barbuda,,креольский английский (антигуа и барбуда),,,安提瓜和巴布达克里奥尔英语,,individual,living,english creole,FALSE,,
,,,,,aih,,,,,ai-cham,,,ай-чам,,,锦语,,individual,living,tai-kadai,FALSE,,
,,,,,aii,,,,"ܣܘܪܝܝܐ ܣܘܪܝܬ, ܐܬܘܪܝܐ ܣܘܪܝܝܐ",assyrian neo-aramaic,néo-araméen (assyrien),,ассирийский новоарамейский,,,,syr,individual,living,afro-asiatic,FALSE,,
,,,,,aij,,,,,lishanid noshan,,,лишанид-ношан,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,aik,,,,,ake,,,аке,,,,,individual,living,niger-congo,FALSE,,
,,,,,ail,,,,,aimele,,,аймеле,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aim,,,,,aimol,,,аймол,,,,,individual,living,sino-tibetan,FALSE,,
,,,,,aio,,,,,aiton,,,айтон,,,艾通语,,individual,living,tai-kadai,FALSE,,
,,,,,aip,,,,,burumakok,,,бурумакок,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aiq,,,,,aimaq,,,аймак,,,,,individual,living,indo-european,FALSE,,
,,,,,air,,,,,airoran,,,айронан,,,,,individual,living,tor-kwerba,FALSE,,
,,,,,ais,,,,,nataoran amis,,,натаоран-амис,,,豆兰阿美语,,individual,living,austronesian,FALSE,,
,,,,,ait,,,,,arikem,,,арикем,arikem,,,,individual,extinct,tupian,FALSE,,
,,,,,aiw,,,,,aari,,,аари,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,aix,,,,,"aighon, aigon",,,айгон,,,,,individual,living,austronesian,FALSE,,
,,,,,aiy,,,,,ali,,,али,,,,,individual,living,niger-congo,FALSE,,
,,,,,aiz,,,,,aari,,,аари,,,,,individual,living,afro-asiatic,TRUE,,
,,,,,aja,,,,,aja (sudan),,,аджа (судан),,,,,individual,living,nilo-saharan,FALSE,,
,,,,,ajg,,,,,aja (benin),,,аджа (бенин),,,,,individual,living,niger-congo,FALSE,,
,,,,,aji,,,,,ajië,,,аджиэ,,,,,individual,living,austronesian,FALSE,,
,,,,,ajn,,,,,andajin,,,антатин,,,,,individual,living,worroran,FALSE,,
,,,,,ajp,,,,,"south levantine arabic, arabic (south levantine)",arabe (lévantin du sud),arabisch (südlevantisch),арабский (южно-левантийский),,,南黎凡特阿拉伯语,ara,individual,living,afro-asiatic,FALSE,,
,,,,,ajt,,,,,"judeo-tunisian arabic, arabic (judeo-tunisian)",arabe (judéo-tunisien),arabisch (judeo-tunesisch),арабский (иудео-тунисский),,,,jrb,individual,living,afro-asiatic,FALSE,,
,,,,,aju,,,,,"judeo-moroccan arabic, arabic (judeo-moroccan)",arabe (judéo-marocain),arabisch (judeo-morokkanisch),арабский (иудео-марокканский),,,,jrb,individual,living,afro-asiatic,FALSE,,
,,,,,ajw,,,,,ajawa,,,аджава,,,,,individual,extinct,afro-asiatic,FALSE,,
,,,,,ajz,,,,,"amri karbi, amri",,,амри,,,,,individual,living,sino-tibetan,FALSE,,
,,,,,akb,,,,,batak angkola,angkola batak,,ангкола-батак,,,,,individual,living,austronesian,FALSE,,
,,,,,akc,,,,,mpur,,,мпур,,,,,individual,living,isolate,FALSE,,
,,,,,akd,,,,,ukpet-ehom,,,укпет-эхом,,,,,individual,living,niger-congo,FALSE,,
,,,,,ake,,,,,akawaio,,,акавайо,,,,,individual,living,cariban,FALSE,,
,,,,,akf,,,,,akpa,,,акпа,,,,,individual,living,niger-congo,FALSE,,
,,,,,akg,,,,,anakalangu,,,анакалангу,,,,,individual,living,austronesian,FALSE,,
,,,,,akh,,,,,angal heneng,,,ангал-хененг,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aki,,,,,aiome,,,аиоме,,,,,individual,living,ramu-lower sepik,FALSE,,
,,,,,akj,,,,,aka-jeru,,,джеру,,,,,individual,extinct,great andamanese,FALSE,,
,,,,,akl,,,,inakeanon,aklanon,,,акланон,,,,,individual,living,austronesian,FALSE,,
,,,,,akm,,,,,aka-bo,,,бо,,,,,individual,extinct,great andamanese,FALSE,,
,,,,,akn,,,,,amikoana,,,амикоана,,,,,individual,living,spurious language,TRUE,,
,,,,,ako,,,,,akurio,,,акурио,akurio,,,,individual,living,cariban,FALSE,,
,,,,,akp,,,,,siwu,,,сиву,,,,,individual,living,niger-congo,FALSE,,
,,,,,akq,,,,,ak,,,ак,,,,,individual,living,sepik,FALSE,,
,,,,,akr,,,,,araki,,,араки,,,,,individual,living,austronesian,FALSE,,
,,,,,aks,,,,,akaselem,,,акаселем,,,,,individual,living,niger-congo,FALSE,,
,,,,,akt,,,,,akolet,,,аколет,,,,,individual,living,austronesian,FALSE,,
,,,,,aku,,,,aakuem,akum,,,акум,,,,,individual,living,niger-congo,FALSE,,
,,,,,akv,,,,,akhvakh,,,ахвахский,akhvakh,,,,individual,living,northeast caucasian,FALSE,,
,,,,,akw,,,,,akwa,,,аква,,,,,individual,living,niger-congo,FALSE,,
,,,,,akx,,,,,aka-kede,,,кеде,,,,,individual,extinct,great andamanese,FALSE,,
,,,,,aky,,,,,aka-kol,,,кол,,,,,individual,extinct,great andamanese,FALSE,,
,,,,,akz,,,,albaamo innaaɬiilka,alabama,,,алабама,alabama,,,,individual,living,muskogean,FALSE,,
,,,,,ala,,,,,alago,,,алаго,,,,,individual,living,niger-congo,FALSE,,
,,,,,alc,,,,alacalufe,qawasqar,,,каваскар,,,,,individual,living,alacalufan,FALSE,,
,,,,,ald,,,,,alladian,,,алладиан,,,,,individual,living,niger-congo,FALSE,,
,,,,,alf,,,,,alege,,,алеге,,,,,individual,living,niger-congo,FALSE,,
,,,,,alh,,,,,alawa,,,алава,,,,,individual,living,arnhem,FALSE,,
,,,,,ali,,,,,amaimon,,,амаимон,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,alj,,,,,alangan,,,аланган,,,,,individual,living,austronesian,FALSE,,
,,,,,alk,,,,,alak,,,алак,,,,,individual,living,austro-asiatic,FALSE,,
,,,,,all,,,,,allar,,,аллар,,,,,individual,living,dravidian,FALSE,,
,,,,,alm,,,,,amblong,,,амблонг,,,,,individual,living,austronesian,FALSE,,
,,,,,aln,,,,gegnisht,"gheg albanian, albanian (gheg)",albanais (gheg),albanisch (gheg),гегский албанский,,,盖格阿尔巴尼亚语,sqi,individual,living,indo-european,FALSE,,
,,,,,alo,,,,,larike-wakasihu,,,ларике-вакасиху,,,,,individual,living,austronesian,FALSE,,
,,,,,alp,,,,,alune,,,алуне,,,,,individual,living,austronesian,FALSE,,
,,,,,alq,,,,anishnaabemowin (omaamiwininimowin),algonquin,algonquin,,алгонкинский,,,,,individual,living,algic,FALSE,,
,,,,,alr,,,,,alutor,,,алюторский,,,,,individual,living,chukotko-kamchatkan,FALSE,,
,,,,,als,,,,toskërishte,"tosk albanian, albanian (tosk)",albanais (tosk),albanisch (tosk),тоскский албанский,,,托斯克阿尔巴尼亚语,sqi,individual,living,indo-european,FALSE,,
,,,,,alu,,,,,are'are,,,ареаре,,,,,individual,living,austronesian,FALSE,,
,,,,,alw,,,,,"alaba-k’abeena, wanbasana, alaba",,,алаба,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,alx,,,,,"amol, alatil",,,алатил,,,,,individual,living,torricelli,FALSE,,
,,,,,aly,,,,,alyawarr,,,аляварр,,,,,individual,living,australian,FALSE,,
,,,,,alz,,,,,alur,,,алур,,,阿卢尔语,,individual,living,nilo-saharan,FALSE,,
,,,,,ama,,,,,amanayé,,,аманайе,amanayé,,,,individual,extinct,tupian,FALSE,,
,,,,,amb,,,,,ambo,,,амбо,,,安博语,,individual,living,niger-congo,FALSE,,
,,,,,amc,,,,,amahuaca,,,амауака,amahuaca,,,,individual,living,pano-tacanan,FALSE,,
,,,,,amd,,,,,amapá creole,,,креольский (амапа),,,,,individual,living,spurious language,TRUE,,
,,,,,ame,,,,yanešač,yanesha',,,янеша,,,,,individual,living,arawakan,FALSE,,
,,,,,amf,,,,,hamer-banna,,,хамер-банна,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,amg,,,,,"amurdak, amarag",,,амараг,,,,,individual,living,iwaidjan,FALSE,,
,,,,,ami,,,,,amis,,,амис,,,阿美语,,individual,living,austronesian,FALSE,,
,,,,,amj,,,,,amdang,,,амданг,,,,,individual,living,nilo-saharan,FALSE,,
,,,,,amk,,,,,ambai,,,амбай,,,,,individual,living,austronesian,FALSE,,
,,,,,aml,,,,,"war-jaintia, war",,,вар,,,,,individual,living,austro-asiatic,FALSE,,
,,,,,amm,,,,,ama (papua new guinea),ama (papouasie-nouvelle-guinée),,ама,,,,,individual,living,left may,FALSE,,
,,,,,amn,,,,,amanab,,,аманаб,,,,,individual,living,border,FALSE,,
,,,,,amo,,,,,amo,,,амо,,,,,individual,living,niger-congo,FALSE,,
,,,,,amp,,,,,alamblak,,,аламблак,,,,,individual,living,sepik,FALSE,,
,,,,,amq,,,,,amahai,,,амахай,,,,,individual,living,austronesian,FALSE,,
,,,,,amr,,,,,amarakaeri,,,амаракаери,,,,,individual,living,otomakoan,FALSE,,
,,,,,ams,,,,,southern amami-oshima,,,южный амами-ошима,,,南奄美琉球语,,individual,living,japonic,FALSE,,
,,,,,amt,,,,,amto,,,амто,,,,,individual,living,amto-musan,FALSE,,
,,,,,amu,,,,,guerrero amuzgo,,,геррерский амусго,,,,,individual,living,oto-manguean,FALSE,,
,,,,,amv,,,,,ambelau,,,амбелау,,,,,individual,living,austronesian,FALSE,,
,,,,,amw,,,,"ārāmī ,aramîth, ܐܪܡܝܬ, آرامي",western neo-aramaic,néo-araméen (occidental),,западный новоарамейский,,,西部现代亚拉姆语,,individual,living,afro-asiatic,FALSE,https://en.wikipedia.org/wiki/Western_Neo-Aramaic,
,,,,,amx,,,,,anmatyerre,,,анматьерре,,,,,individual,living,australian,FALSE,,
,,,,,amy,,,,,ami,,,ами,,,,,individual,living,northern daly,FALSE,,
,,,,,amz,,,,,atampaya,,,атампая,,,,,individual,extinct,pama-nyungan,FALSE,,
,,,,,ana,,,,,andaqui,,,андаки,andaquí,,,,individual,extinct,barbacoan,FALSE,,
,,,,,anb,,,,,andoa,,,андоа,andoa,,,,individual,extinct,zaparoan,FALSE,,
,,,,,anc,,,,,ngas,,,нгас,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,and,,,,,ansus,,,ансус,,,,,individual,living,austronesian,FALSE,,
,,,,,ane,,,,,xârâcùù,,,харачыы,,,,,individual,living,austronesian,FALSE,,
,,,,,anf,,,,,animere,,,анимере,,,,,individual,living,niger-congo,FALSE,,
,,,,,anh,,,,,nend,,,ненд,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,ani,,,,,andi,,,андийский,andí,,安迪语,,individual,living,northeast caucasian,FALSE,,
,,,,,anj,,,,,anor,,,анор,,,,,individual,living,ramu-lower sepik,FALSE,,
,,,,,ank,,,,,goemai,,,гоэмай,,,,,individual,living,afro-asiatic,FALSE,,
,,,,,anl,,,,,"anu-hkongso chin, anu",,,ану,,,,,individual,living,sino-tibetan,FALSE,,
,,,,,anm,,,,,anal,,,анал,anal,,,,individual,living,sino-tibetan,FALSE,,
,,,,,ann,,,,,obolo,,,оболо,,,,,individual,living,niger-congo,FALSE,,
,,,,,ano,,,,,andoque,,,андоке,,,,,individual,living,isolate,FALSE,,
,,,,,anq,,,,,jarawa (india),jarawa (inde),,джарава,,,,,individual,living,ongan,FALSE,,
,,,,,anr,,,,,andh,,,андх,,,,,individual,living,indo-european,FALSE,,
,,,,,ans,,,,,anserma,,,ансерма,,,,,individual,extinct,chocoan,FALSE,,
,,,,,ant,,,,,antakarinya,,,антакариня,,,,,individual,living,pama-nyungan,FALSE,,
,,,,,anu,,,,,anuak,,,ануак,,,,,individual,living,nilo-saharan,FALSE,,
,,,,,anv,,,,,denya,,,денья,,,,,individual,living,niger-congo,FALSE,,
,,,,,anw,,,,,anaang,,,анаанг,,,,,individual,living,niger-congo,FALSE,,
,,,,,anx,,,,,andra-hus,,,андра-хус,,,,,individual,living,austronesian,FALSE,,
,,,,,any,,,,,anyin,,,аньин,,,,,individual,living,niger-congo,FALSE,,
,,,,,anz,,,,,anem,,,анем,,,,,individual,living,yele-west new britain,FALSE,,
,,,,,aoa,,,,,angolar,,,анголар,,,,,individual,living,portuguese creole,FALSE,,
,,,,,aob,,,,,abom,,,абом,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aoc,,,,,pemon,,,пемон,pemón,,,,individual,living,cariban,FALSE,,
,,,,,aod,,,,,andarum,,,андарум,,,,,individual,living,ramu-lower sepik,FALSE,,
,,,,,aoe,,,,,angal enen,,,ангал-энен,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aof,,,,,bragat,,,брагат,,,,,individual,living,torricelli,FALSE,,
,,,,,aog,,,,,angoram,,,ангорам,,,,,individual,living,ramu-lower sepik,FALSE,,
,,,,,aoh,,,,,arma,,,арма,,,,,individual,extinct,choco,FALSE,,
,,,,,aoi,,,,,anindilyakwa,,,энинтиляква,,,,,individual,living,arnhem,FALSE,,
,,,,,aoj,,,,,mufian,,,муфиан,,,,,individual,living,torricelli,FALSE,,
,,,,,aok,,,,,arhö,,,архо,,,,,individual,living,austronesian,FALSE,,
,,,,,aol,,,,,alor,,,алорский,,,,,individual,living,austronesian,FALSE,,
,,,,,aom,,,,,ömie,,,омие,,,,,individual,living,trans-new guinea,FALSE,,
,,,,,aon,,,,,bumbita arapesh,,,бумбита-арапеш,,,,,individual,living,torricelli,FALSE,,
,,,,,aor,,,,,aore,,,аоре,,,,,individual,extinct,austronesian,FALSE,,
,,,,,aos,,,,,taikat,,,тайкат,,,,,individual,living,border,FALSE,,
,,,,,aot,,,,,"atong (india), a'tong",,,атонг,,,,,individual,living,sino-tibetan,FALSE,,
